employee_id,employee_name,restaurant_id,shift_start,shift_end,gender,workload,employee_satisfaction,burnout,avg_sale_per_hour,day_of_week,avg_traffic
12320,Cody Henderson,1,08:00:00,17:00:00,Female,1.4,6,4,593.8,Friday,3
12321,Jessica Powell,3,07:00:00,16:00:00,Female,2.48,1,9,169.68,Friday,23
12322,Patricia Rodriguez,1,13:00:00,22:00:00,Male,0.83,9,1,485.04,Wednesday,22
12323,John Glass,1,11:00:00,20:00:00,Female,11.31,7,3,186.21,Tuesday,23
12324,Melissa Brewer,1,07:00:00,16:00:00,Female,3.18,2,8,562.32,Sunday,5
12325,Isaac Stanley,1,12:00:00,21:00:00,Female,2.46,5,5,137.36,Saturday,42
12326,Katie Arias,2,12:00:00,21:00:00,Male,0.86,3,7,297.12,Monday,5
12327,Dakota Gibbs,1,05:00:00,14:00:00,Female,2.67,7,3,407.44,Saturday,7
12328,Kevin Ramirez,3,08:00:00,17:00:00,Male,0.58,7,3,192.12,Wednesday,20
12329,Jerry Miller,1,09:00:00,18:00:00,Male,2.07,10,0,118.77,Saturday,11
12330,Jessica Carey,2,14:00:00,23:00:00,Male,5.36,7,3,364.29,Friday,34
12331,Candice Davis,1,13:00:00,22:00:00,Male,9.53,3,7,549.74,Saturday,41
12332,Eric Johnson,1,10:00:00,19:00:00,Female,0.66,1,9,200.82,Thursday,24
12333,Robert Chavez,2,11:00:00,20:00:00,Male,1.17,7,3,179.71,Wednesday,22
12334,Melissa Jones,1,11:00:00,20:00:00,Female,0.95,2,8,365.45,Friday,19
12335,Taylor Sullivan,2,11:00:00,20:00:00,Male,1.07,3,7,408.76,Monday,15
12336,William Holloway,1,12:00:00,21:00:00,Female,0.71,5,5,446.91,Monday,16
12337,Kristin Welch,2,08:00:00,17:00:00,Female,1.51,9,1,520.84,Thursday,25
12338,Paula Durham,2,05:00:00,14:00:00,Female,3.94,6,4,399.07,Thursday,17
12339,David Bryant,2,05:00:00,14:00:00,Male,1.84,10,0,149.06,Sunday,50
12340,Larry Maddox,1,05:00:00,14:00:00,Male,0.72,7,3,322.95,Friday,7
12341,Kristina Ross,2,12:00:00,21:00:00,Female,1.63,9,1,147.84,Monday,8
12342,Christopher Hall,3,11:00:00,20:00:00,Female,1.08,2,8,451.3,Saturday,11
12343,James Ramos,1,15:00:00,00:00:00,Male,1.8,3,7,474.79,Friday,24
12344,Thomas Baker,3,07:00:00,16:00:00,Female,9.51,7,3,242.58,Thursday,42
12345,Savannah Phelps,3,08:00:00,17:00:00,Male,1.36,5,5,590.28,Thursday,37
12346,John Nelson,1,07:00:00,16:00:00,Female,1.07,9,1,108.51,Friday,25
12347,Rebecca Rivers,1,05:00:00,14:00:00,Female,3.35,7,3,470.95,Wednesday,42
12348,Valerie Mora,2,08:00:00,17:00:00,Female,3.42,1,9,375.49,Wednesday,22
12349,Laurie Compton,2,10:00:00,19:00:00,Female,4.27,8,2,351.89,Thursday,30
12350,Heidi White,2,07:00:00,16:00:00,Female,1.25,9,1,147.2,Tuesday,2
12351,Stephanie Carson,3,07:00:00,16:00:00,Male,4.2,5,5,208.18,Monday,35
12352,Mark Vasquez,2,15:00:00,00:00:00,Male,2.54,1,9,499.5,Tuesday,35
12353,Kenneth Johnson,1,08:00:00,17:00:00,Female,1.25,1,9,306.43,Saturday,11
12354,Jeffrey Cobb,1,10:00:00,19:00:00,Male,1.33,2,8,352.16,Friday,5
12355,David Macias,1,07:00:00,16:00:00,Female,1.16,3,7,406.3,Wednesday,6
12356,Jonathan Randolph,2,05:00:00,14:00:00,Female,1.11,5,5,137.17,Friday,25
12357,Eric Salas,3,14:00:00,23:00:00,Male,1.68,1,9,179.14,Friday,47
12358,Nicholas Krause,2,05:00:00,14:00:00,Female,1.46,7,3,546.41,Wednesday,49
12359,John Burke,3,08:00:00,17:00:00,Female,1.05,9,1,353.45,Friday,43
12360,Ryan Nelson,1,08:00:00,17:00:00,Female,2.95,5,5,325.82,Saturday,22
12361,Noah Williams,3,10:00:00,19:00:00,Female,1.43,7,3,192.85,Thursday,13
12362,Alyssa Hanson,1,08:00:00,17:00:00,Female,1.44,9,1,508.59,Thursday,8
12363,Brittany Berry,2,11:00:00,20:00:00,Female,3.51,8,2,483.13,Wednesday,15
12364,Patrick Palmer,1,11:00:00,20:00:00,Male,4.48,9,1,129.7,Thursday,46
12365,Laura Hess,1,09:00:00,18:00:00,Male,21.52,8,2,156.98,Saturday,45
12366,Brandon Wilson,2,15:00:00,00:00:00,Male,5.5,8,2,249.8,Sunday,22
12367,Betty Gross,3,15:00:00,00:00:00,Male,1.59,2,8,315.23,Wednesday,45
12368,Jason Hernandez,3,12:00:00,21:00:00,Male,1.55,1,9,407.15,Tuesday,12
12369,Michelle Powell,1,14:00:00,23:00:00,Male,1.52,4,6,119.84,Monday,30
12370,Christina Ray,2,08:00:00,17:00:00,Male,1.94,6,4,320.24,Friday,50
12371,Jaime Gonzalez,1,12:00:00,21:00:00,Male,1.71,7,3,563.7,Thursday,34
12372,Christian Browning,2,08:00:00,17:00:00,Male,1.16,8,2,213.28,Friday,20
12373,Arthur Stafford,3,07:00:00,16:00:00,Male,2.05,10,0,570.96,Tuesday,24
12374,Travis Campos,3,14:00:00,23:00:00,Male,0.56,10,0,529.53,Monday,4
12375,Krystal Randolph,3,10:00:00,19:00:00,Male,1.07,6,4,518.48,Saturday,2
12376,Carol Franco,3,06:00:00,15:00:00,Male,1.07,4,6,551.92,Thursday,15
12377,Justin Jackson,2,15:00:00,00:00:00,Male,1.59,8,2,122.06,Tuesday,12
12378,Laura Taylor,3,11:00:00,20:00:00,Female,2.0,6,4,146.17,Thursday,13
12379,Katherine Santiago,3,09:00:00,18:00:00,Female,1.99,7,3,530.62,Wednesday,18
12380,Steven Martin,1,11:00:00,20:00:00,Male,3.07,4,6,334.18,Wednesday,37
12381,Aaron Huang,3,12:00:00,21:00:00,Female,0.92,8,2,481.23,Friday,5
12382,Samantha Ellis,1,12:00:00,21:00:00,Male,9.52,6,4,261.73,Friday,42
12383,Suzanne Howard,3,09:00:00,18:00:00,Female,9.38,1,9,343.76,Tuesday,5
12384,Dr. Patricia Carlson,3,10:00:00,19:00:00,Female,3.47,10,0,166.67,Wednesday,30
12385,Ernest Smith,1,05:00:00,14:00:00,Male,1.64,7,3,410.61,Saturday,49
12386,William Murphy,3,13:00:00,22:00:00,Male,2.06,7,3,375.64,Friday,50
12387,Caitlin Monroe,2,06:00:00,15:00:00,Male,2.02,6,4,333.6,Sunday,49
12388,Dustin Hall,3,08:00:00,17:00:00,Female,6.27,4,6,569.24,Thursday,44
12389,Aaron Powers,3,08:00:00,17:00:00,Female,4.25,5,5,521.03,Tuesday,31
12390,Jonathan Manning,1,08:00:00,17:00:00,Male,2.36,2,8,264.53,Tuesday,39
12391,Yvonne Flynn,3,09:00:00,18:00:00,Female,0.91,9,1,487.5,Wednesday,4
12392,Michael Rodriguez,2,07:00:00,16:00:00,Male,3.33,3,7,495.85,Wednesday,7
12393,Carrie Gonzalez,2,06:00:00,15:00:00,Female,4.49,6,4,551.82,Friday,27
12394,Rebecca Morgan,2,12:00:00,21:00:00,Male,1.23,1,9,142.91,Wednesday,13
12395,Kyle Hayes,3,08:00:00,17:00:00,Female,6.66,10,0,123.24,Wednesday,9
12396,Samantha Newton,1,05:00:00,14:00:00,Female,1.88,5,5,199.89,Wednesday,23
12397,Valerie Watson,1,10:00:00,19:00:00,Male,10.88,5,5,552.79,Sunday,30
12398,Catherine Ellis,3,05:00:00,14:00:00,Female,1.65,6,4,428.98,Sunday,11
12399,Hailey Mendoza,2,07:00:00,16:00:00,Female,2.84,1,9,345.29,Friday,41
12400,Adam Reeves,2,10:00:00,19:00:00,Male,4.25,7,3,375.26,Friday,11
12401,Brian Murphy,1,07:00:00,16:00:00,Female,2.59,4,6,524.72,Thursday,11
12402,Nicole Acevedo,3,07:00:00,16:00:00,Male,1.66,3,7,575.24,Sunday,32
12403,Elizabeth Parker,2,12:00:00,21:00:00,Female,0.99,6,4,549.82,Monday,11
12404,Troy White,1,11:00:00,20:00:00,Female,0.82,4,6,451.72,Friday,12
12405,Mark Jordan,1,12:00:00,21:00:00,Female,0.92,3,7,561.95,Friday,6
12406,William Smith,2,15:00:00,00:00:00,Male,0.93,9,1,557.63,Friday,22
12407,Philip Wilson,2,13:00:00,22:00:00,Male,2.33,3,7,543.45,Friday,3
12408,Jessica Hall,1,08:00:00,17:00:00,Female,1.56,9,1,470.03,Thursday,46
12409,Susan Sandoval,1,12:00:00,21:00:00,Female,0.74,2,8,374.24,Friday,23
12410,Renee Stevens,3,07:00:00,16:00:00,Male,1.02,2,8,378.54,Sunday,3
12411,Jason Bell,3,08:00:00,17:00:00,Male,3.0,7,3,151.94,Saturday,10
12412,John Trujillo,2,11:00:00,20:00:00,Female,1.43,1,9,362.5,Sunday,50
12413,Richard Weiss,3,06:00:00,15:00:00,Female,1.78,1,9,456.91,Thursday,48
12414,Kurt Weeks,3,06:00:00,15:00:00,Male,1.04,3,7,422.37,Thursday,1
12415,Joanna Harris,3,12:00:00,21:00:00,Female,1.08,2,8,540.49,Wednesday,41
12416,Ryan Fitzgerald,2,15:00:00,00:00:00,Male,5.93,7,3,510.55,Wednesday,46
12417,George Moore,2,11:00:00,20:00:00,Female,3.62,1,9,382.34,Tuesday,30
12418,Katelyn Wood,1,12:00:00,21:00:00,Female,2.25,6,4,538.49,Saturday,43
12419,Tara Davis,3,05:00:00,14:00:00,Female,0.86,10,0,453.24,Wednesday,6
12420,Michelle Silva,3,08:00:00,17:00:00,Female,8.34,6,4,106.22,Thursday,28
12421,Joseph Galvan,3,12:00:00,21:00:00,Male,1.61,8,2,250.72,Friday,6
12422,Amanda Meyer,1,12:00:00,21:00:00,Female,2.81,9,1,325.72,Monday,32
12423,Leslie Young,1,07:00:00,16:00:00,Female,8.72,1,9,497.64,Wednesday,17
12424,Stacey Smith,1,10:00:00,19:00:00,Male,0.61,5,5,564.99,Sunday,4
12425,James Holden,2,05:00:00,14:00:00,Male,0.61,6,4,586.49,Tuesday,18
12426,Michael Williams,3,05:00:00,14:00:00,Female,1.85,6,4,451.58,Friday,10
12427,Mario Rojas,2,08:00:00,17:00:00,Female,0.54,7,3,231.61,Saturday,11
12428,James Chambers,1,12:00:00,21:00:00,Male,23.41,7,3,464.14,Tuesday,36
12429,Lisa Reese,3,13:00:00,22:00:00,Male,2.61,6,4,190.18,Thursday,45
12430,Laura Reilly,2,05:00:00,14:00:00,Female,1.84,6,4,315.36,Monday,45
12431,Ryan Higgins,1,07:00:00,16:00:00,Female,1.37,8,2,362.44,Tuesday,20
12432,Lori Wagner,2,11:00:00,20:00:00,Male,2.59,6,4,151.42,Monday,1
12433,Chase Thomas,3,05:00:00,14:00:00,Female,1.25,5,5,170.07,Tuesday,40
12434,Deborah Taylor,1,05:00:00,14:00:00,Female,16.94,7,3,512.32,Tuesday,29
12435,Brenda Lopez,1,10:00:00,19:00:00,Female,4.03,7,3,307.69,Monday,15
12436,Sarah Williams,2,06:00:00,15:00:00,Male,12.84,10,0,542.86,Sunday,17
12437,Margaret Morrison,1,12:00:00,21:00:00,Female,0.62,10,0,574.02,Thursday,2
12438,Sandra Lawson,2,05:00:00,14:00:00,Male,3.79,2,8,319.95,Tuesday,28
12439,Daniel Marquez,2,10:00:00,19:00:00,Male,3.03,2,8,548.29,Friday,25
12440,Ms. Lisa English,3,12:00:00,21:00:00,Male,1.63,2,8,325.65,Tuesday,38
12441,Samantha Parker,3,10:00:00,19:00:00,Male,3.01,10,0,480.33,Sunday,11
12442,Kimberly Villa,3,06:00:00,15:00:00,Female,1.09,7,3,271.74,Tuesday,21
12443,Laura Hall,1,09:00:00,18:00:00,Male,5.15,10,0,495.76,Thursday,32
12444,Jessica Schroeder,1,10:00:00,19:00:00,Male,3.46,8,2,475.88,Tuesday,40
12445,Joshua Shaffer,1,10:00:00,19:00:00,Female,4.33,3,7,234.4,Wednesday,31
12446,Kristen Holt,3,15:00:00,00:00:00,Male,6.17,5,5,307.47,Tuesday,9
12447,Jessica Reed,2,13:00:00,22:00:00,Male,1.84,4,6,405.06,Tuesday,47
12448,Brianna Gibson,1,15:00:00,00:00:00,Male,2.98,2,8,283.39,Monday,35
12449,Ralph Jones,1,06:00:00,15:00:00,Female,11.73,3,7,478.47,Monday,48
12450,Olivia Garcia,2,10:00:00,19:00:00,Male,1.82,7,3,117.34,Sunday,18
12451,Bryan Jimenez,3,15:00:00,00:00:00,Male,2.51,10,0,465.14,Sunday,33
12452,Phillip Wong,2,06:00:00,15:00:00,Female,1.16,10,0,407.99,Thursday,23
12453,Patrick Schroeder,2,09:00:00,18:00:00,Female,2.44,9,1,466.37,Wednesday,11
12454,Dana Henderson,1,10:00:00,19:00:00,Male,0.92,9,1,478.62,Tuesday,2
12455,Frank Mann,3,05:00:00,14:00:00,Male,1.16,8,2,467.17,Saturday,32
12456,Johnny Becker,2,14:00:00,23:00:00,Male,1.17,10,0,326.29,Friday,29
12457,Paul Merritt,1,08:00:00,17:00:00,Male,2.06,2,8,322.54,Saturday,5
12458,Roger Jones,1,10:00:00,19:00:00,Female,2.23,6,4,445.53,Wednesday,38
12459,Jose Smith,3,10:00:00,19:00:00,Male,3.02,1,9,362.42,Sunday,27
12460,Jennifer Murphy,2,11:00:00,20:00:00,Male,7.12,1,9,135.71,Tuesday,31
12461,Adam Green,1,05:00:00,14:00:00,Female,3.54,10,0,249.68,Wednesday,4
12462,Kristi Miles,3,08:00:00,17:00:00,Male,4.73,6,4,410.77,Tuesday,22
12463,Jason Wells,2,09:00:00,18:00:00,Female,1.62,10,0,595.09,Tuesday,29
12464,Michael Owen,2,08:00:00,17:00:00,Male,5.21,8,2,569.93,Wednesday,39
12465,Jessica Calhoun,2,12:00:00,21:00:00,Female,2.91,2,8,180.01,Saturday,7
12466,Kayla Kim,3,12:00:00,21:00:00,Male,1.67,9,1,405.7,Sunday,19
12467,Brian Gallegos,2,05:00:00,14:00:00,Male,1.47,3,7,145.25,Thursday,41
12468,Rebecca Ray,3,10:00:00,19:00:00,Male,1.08,3,7,184.32,Sunday,32
12469,Karen Adams,3,07:00:00,16:00:00,Female,1.59,4,6,116.8,Monday,14
12470,Juan Phillips,2,07:00:00,16:00:00,Female,6.17,9,1,441.76,Sunday,35
12471,Wendy Day,2,13:00:00,22:00:00,Male,1.33,9,1,261.21,Sunday,17
12472,Wendy Baker,1,13:00:00,22:00:00,Male,1.34,1,9,175.94,Friday,32
12473,Justin Silva,2,07:00:00,16:00:00,Male,12.0,7,3,578.99,Sunday,13
12474,Nancy Thompson,2,06:00:00,15:00:00,Male,6.32,9,1,389.31,Tuesday,45
12475,Wendy Williams,2,05:00:00,14:00:00,Female,1.14,10,0,451.48,Saturday,19
12476,Ariel Hudson,3,07:00:00,16:00:00,Female,1.63,5,5,297.55,Sunday,7
12477,Christopher Osborne,1,07:00:00,16:00:00,Female,1.29,3,7,226.75,Tuesday,35
12478,John Christian,3,12:00:00,21:00:00,Female,2.21,4,6,103.35,Monday,40
12479,Michael Landry,1,07:00:00,16:00:00,Male,1.88,7,3,363.21,Thursday,4
12480,Nicole Simon,3,15:00:00,00:00:00,Male,1.08,3,7,101.4,Friday,15
12481,Pamela Holmes,3,08:00:00,17:00:00,Male,6.49,5,5,466.29,Saturday,8
12482,Robert Atkins,3,13:00:00,22:00:00,Male,1.0,3,7,363.6,Friday,22
12483,Daniel Munoz,3,09:00:00,18:00:00,Male,1.29,6,4,100.19,Sunday,48
12484,Monique Robinson,2,06:00:00,15:00:00,Female,28.83,10,0,195.18,Sunday,7
12485,Mr. Christopher Davis,1,10:00:00,19:00:00,Male,3.14,3,7,304.88,Sunday,1
12486,Peter Phillips,3,13:00:00,22:00:00,Male,9.87,7,3,464.9,Saturday,10
12487,Timothy Trujillo DDS,2,11:00:00,20:00:00,Female,3.04,8,2,453.92,Wednesday,34
12488,Michael Harvey,3,06:00:00,15:00:00,Male,1.35,2,8,539.62,Saturday,15
12489,Michael Lucero,1,06:00:00,15:00:00,Male,1.44,6,4,388.62,Sunday,44
12490,Ricky Jones,1,11:00:00,20:00:00,Male,0.79,4,6,275.49,Tuesday,18
12491,Patrick Hayes,2,11:00:00,20:00:00,Male,1.68,7,3,554.45,Saturday,25
12492,Scott Johnson,1,12:00:00,21:00:00,Female,1.45,2,8,210.56,Saturday,19
12493,Christine Davis,1,10:00:00,19:00:00,Female,1.72,4,6,500.39,Saturday,47
12494,Sandra Walker,2,11:00:00,20:00:00,Female,4.52,7,3,591.59,Saturday,29
12495,James Li,3,12:00:00,21:00:00,Female,2.28,2,8,395.44,Sunday,31
12496,Mark Arias,2,06:00:00,15:00:00,Male,2.21,7,3,420.19,Friday,10
12497,Christopher Ho,2,05:00:00,14:00:00,Male,2.88,8,2,554.54,Thursday,30
12498,Matthew Randolph,1,09:00:00,18:00:00,Male,1.83,1,9,225.19,Wednesday,36
12499,Troy Harris,1,10:00:00,19:00:00,Female,1.69,3,7,366.75,Wednesday,10
12500,Tina Hodges MD,2,05:00:00,14:00:00,Female,1.96,9,1,122.33,Wednesday,34
12501,Gloria Diaz,1,05:00:00,14:00:00,Male,1.45,9,1,161.15,Monday,34
12502,Tammy Simpson,3,11:00:00,20:00:00,Female,1.7,7,3,265.46,Monday,25
12503,Jeffrey Benson,1,08:00:00,17:00:00,Male,4.84,10,0,155.44,Thursday,28
12504,Dave Yoder,1,15:00:00,00:00:00,Male,11.33,3,7,569.8,Wednesday,36
12505,Jennifer Colon,2,13:00:00,22:00:00,Male,9.1,9,1,526.22,Monday,38
12506,Carly Mccall,3,05:00:00,14:00:00,Male,7.65,3,7,276.77,Monday,48
12507,Samuel Hale,2,10:00:00,19:00:00,Male,5.95,9,1,390.44,Sunday,38
12508,Michael Brown,2,07:00:00,16:00:00,Female,3.31,3,7,253.84,Friday,30
12509,Grace Holloway,1,07:00:00,16:00:00,Male,1.47,7,3,195.34,Saturday,31
12510,Lisa Blair,3,10:00:00,19:00:00,Male,1.34,2,8,286.12,Saturday,16
12511,Douglas Barnes,2,09:00:00,18:00:00,Male,7.97,9,1,526.7,Thursday,31
12512,Crystal Ramos,3,09:00:00,18:00:00,Female,1.63,8,2,275.68,Thursday,16
12513,Jacob Mathis,2,12:00:00,21:00:00,Female,1.73,4,6,178.69,Tuesday,18
12514,Rose Smith,1,13:00:00,22:00:00,Male,10.4,1,9,155.18,Sunday,35
12515,Kristin Martin,1,12:00:00,21:00:00,Female,0.76,2,8,535.54,Tuesday,2
12516,Amanda Silva,2,06:00:00,15:00:00,Female,5.98,4,6,293.27,Thursday,14
12517,Ms. Jenny Flores DDS,1,11:00:00,20:00:00,Female,4.1,5,5,166.36,Friday,40
12518,Scott Villa,2,10:00:00,19:00:00,Female,2.15,10,0,306.82,Sunday,35
12519,Darryl Baker,1,10:00:00,19:00:00,Female,3.83,4,6,456.52,Sunday,38
12520,Mary Wilson,1,06:00:00,15:00:00,Female,5.22,5,5,108.96,Friday,5
12521,James Smith,2,08:00:00,17:00:00,Female,2.21,4,6,251.2,Tuesday,41
12522,Anthony Delgado,3,09:00:00,18:00:00,Female,4.42,4,6,328.39,Thursday,43
12523,David Romero,2,14:00:00,23:00:00,Male,3.48,7,3,569.41,Saturday,47
12524,Andrew Leon,3,08:00:00,17:00:00,Female,2.99,4,6,120.32,Tuesday,26
12525,John Jones,1,10:00:00,19:00:00,Male,6.48,7,3,158.29,Friday,32
12526,Mrs. Brenda Castillo MD,3,10:00:00,19:00:00,Male,0.88,9,1,169.51,Sunday,1
12527,David Paul,2,08:00:00,17:00:00,Male,1.12,7,3,457.07,Thursday,22
12528,Kenneth Martinez,2,11:00:00,20:00:00,Male,13.92,5,5,415.39,Sunday,32
12529,Amanda Schmidt,1,11:00:00,20:00:00,Female,1.39,2,8,445.42,Tuesday,24
12530,Justin Howell,3,07:00:00,16:00:00,Male,6.69,5,5,492.54,Thursday,31
12531,Bridget Stephens,2,11:00:00,20:00:00,Female,1.71,6,4,376.8,Tuesday,12
12532,Kevin Pham,2,14:00:00,23:00:00,Male,1.34,1,9,321.85,Saturday,30
12533,Pam Wolf,1,07:00:00,16:00:00,Female,0.8,5,5,384.56,Saturday,10
12534,Christian Rogers,3,12:00:00,21:00:00,Female,11.78,10,0,580.07,Tuesday,4
12535,Laura Scott,1,08:00:00,17:00:00,Female,6.84,7,3,560.54,Tuesday,44
12536,Tyler Wright,1,12:00:00,21:00:00,Female,1.79,2,8,433.2,Thursday,20
12537,Vanessa Alexander,1,10:00:00,19:00:00,Male,1.19,5,5,463.09,Friday,39
12538,John Ferguson,2,05:00:00,14:00:00,Female,2.07,3,7,160.69,Sunday,43
12539,Gabriel Huang,3,05:00:00,14:00:00,Male,2.46,4,6,520.62,Thursday,3
12540,Zachary Sharp,2,11:00:00,20:00:00,Male,1.63,6,4,565.7,Tuesday,19
12541,Eric Maldonado,1,11:00:00,20:00:00,Male,20.58,2,8,401.7,Saturday,31
12542,Jessica Ochoa,2,08:00:00,17:00:00,Female,1.5,8,2,399.26,Monday,36
12543,Desiree Snow,1,11:00:00,20:00:00,Female,2.89,2,8,585.78,Tuesday,11
12544,Patrick Shah,3,10:00:00,19:00:00,Male,0.92,10,0,122.07,Wednesday,9
12545,Christopher Hanson,3,05:00:00,14:00:00,Female,7.28,1,9,277.88,Friday,19
12546,Jessica Wise,2,07:00:00,16:00:00,Female,4.0,1,9,470.38,Tuesday,33
12547,Jeffrey Morrison,1,11:00:00,20:00:00,Male,3.04,4,6,222.27,Monday,48
12548,Jason White,1,09:00:00,18:00:00,Male,1.1,9,1,305.4,Wednesday,13
12549,Charles Greene,1,11:00:00,20:00:00,Female,1.38,6,4,400.99,Tuesday,35
12550,Chad Brown,2,09:00:00,18:00:00,Female,8.91,8,2,186.96,Wednesday,20
12551,Stephanie Hansen,1,07:00:00,16:00:00,Female,3.1,10,0,526.53,Saturday,14
12552,William Anderson,3,09:00:00,18:00:00,Female,1.34,9,1,102.12,Tuesday,35
12553,Brian Jackson,1,12:00:00,21:00:00,Male,23.42,10,0,325.81,Saturday,33
12554,Margaret Krause,1,08:00:00,17:00:00,Female,21.59,3,7,250.82,Friday,8
12555,Michelle Rich,3,07:00:00,16:00:00,Female,3.9,2,8,190.43,Friday,35
12556,Jonathan Horton,3,09:00:00,18:00:00,Female,0.58,2,8,529.43,Thursday,5
12557,Ashley Bonilla,2,10:00:00,19:00:00,Female,3.41,3,7,514.59,Sunday,12
12558,Mrs. Joanna Young MD,3,12:00:00,21:00:00,Male,0.94,4,6,311.74,Monday,17
12559,Jennifer Lucas,2,08:00:00,17:00:00,Male,6.5,6,4,196.56,Friday,13
12560,Roy Scott,3,10:00:00,19:00:00,Female,1.25,3,7,435.34,Wednesday,23
12561,Darren Anderson,2,10:00:00,19:00:00,Female,2.58,5,5,460.03,Sunday,28
12562,Thomas Jackson,3,14:00:00,23:00:00,Male,1.52,3,7,370.53,Friday,44
12563,Ronald Jones,1,12:00:00,21:00:00,Female,15.87,9,1,470.04,Sunday,15
12564,Larry Hancock,3,10:00:00,19:00:00,Female,2.94,4,6,107.81,Saturday,10
12565,Dr. Riley Garcia,1,11:00:00,20:00:00,Female,0.92,3,7,386.09,Thursday,13
12566,Brenda Chan,2,06:00:00,15:00:00,Male,1.58,4,6,565.09,Thursday,14
12567,Willie Coleman,2,08:00:00,17:00:00,Male,6.71,9,1,358.54,Tuesday,41
12568,Tara Ross,2,06:00:00,15:00:00,Male,1.18,10,0,284.88,Friday,32
12569,Matthew Mcpherson,2,09:00:00,18:00:00,Female,1.03,10,0,324.67,Saturday,23
12570,Kristy Morales,2,10:00:00,19:00:00,Female,0.87,6,4,534.54,Tuesday,2
12571,John Boyle,2,08:00:00,17:00:00,Female,1.76,4,6,196.11,Sunday,7
12572,Christina Price,3,07:00:00,16:00:00,Male,1.94,8,2,437.73,Tuesday,41
12573,Angela Marsh,1,11:00:00,20:00:00,Male,2.41,6,4,228.2,Friday,41
12574,Joanne Phillips,1,12:00:00,21:00:00,Male,2.29,4,6,483.37,Friday,39
12575,Michael Rocha,3,06:00:00,15:00:00,Female,2.41,10,0,142.67,Thursday,31
12576,Judy Oneal,2,10:00:00,19:00:00,Female,3.72,10,0,195.54,Thursday,43
12577,Melissa Case,1,10:00:00,19:00:00,Female,1.71,2,8,332.83,Saturday,41
12578,Tina Wood,2,07:00:00,16:00:00,Male,1.19,10,0,344.94,Sunday,4
12579,Michael Walker,1,09:00:00,18:00:00,Female,2.79,7,3,397.02,Thursday,19
12580,Ryan Robinson,3,12:00:00,21:00:00,Male,2.04,5,5,502.36,Saturday,11
12581,Vanessa York,3,06:00:00,15:00:00,Male,9.87,7,3,396.87,Tuesday,5
12582,Mrs. Linda Blake,2,09:00:00,18:00:00,Male,0.83,6,4,471.71,Wednesday,7
12583,Loretta George,3,10:00:00,19:00:00,Male,1.6,4,6,481.18,Sunday,36
12584,Ronald Martinez,3,11:00:00,20:00:00,Female,3.57,9,1,523.96,Wednesday,39
12585,Sharon Copeland,1,07:00:00,16:00:00,Male,2.89,4,6,379.68,Monday,35
12586,Debra Cordova,2,12:00:00,21:00:00,Female,1.33,5,5,586.94,Thursday,45
12587,Carla Contreras,2,05:00:00,14:00:00,Female,21.58,1,9,546.9,Wednesday,49
12588,Patricia Butler,2,06:00:00,15:00:00,Female,36.68,10,0,450.26,Thursday,39
12589,Micheal Moore,3,14:00:00,23:00:00,Male,2.88,8,2,115.87,Monday,14
12590,Kevin Gray,3,09:00:00,18:00:00,Female,2.7,8,2,198.45,Thursday,9
12591,Stephen Thomas,1,07:00:00,16:00:00,Female,6.08,3,7,238.81,Thursday,18
12592,Tiffany Wilson,1,07:00:00,16:00:00,Female,1.61,8,2,152.72,Friday,50
12593,Maria Hoover,2,09:00:00,18:00:00,Male,0.53,8,2,426.17,Saturday,24
12594,Jacob Walsh,3,07:00:00,16:00:00,Male,4.22,8,2,293.37,Friday,44
12595,Sheri Hawkins,2,06:00:00,15:00:00,Female,1.34,9,1,401.3,Sunday,29
12596,Patricia Higgins,2,08:00:00,17:00:00,Male,0.88,5,5,470.19,Sunday,12
12597,Brianna Kane,1,14:00:00,23:00:00,Male,0.89,8,2,194.22,Saturday,9
12598,Gregory Bender,1,06:00:00,15:00:00,Male,3.61,5,5,597.77,Thursday,47
12599,Thomas Hernandez,3,09:00:00,18:00:00,Male,0.71,4,6,137.94,Saturday,12
12600,Ms. Stacy Escobar DDS,3,12:00:00,21:00:00,Female,0.54,9,1,406.32,Wednesday,10
12601,Jason Hendricks,3,10:00:00,19:00:00,Female,14.15,8,2,388.35,Saturday,11
12602,Corey Cox,3,06:00:00,15:00:00,Female,1.88,4,6,280.1,Tuesday,41
12603,Yolanda Weeks,3,10:00:00,19:00:00,Male,1.06,3,7,161.2,Monday,25
12604,Ann Marshall,1,12:00:00,21:00:00,Female,1.21,4,6,572.77,Saturday,20
12605,Christina Martin,1,07:00:00,16:00:00,Male,6.3,10,0,248.49,Thursday,14
12606,Lisa Smith,3,07:00:00,16:00:00,Male,14.8,1,9,362.88,Saturday,30
12607,Mr. Aaron Dorsey,1,06:00:00,15:00:00,Female,3.16,3,7,303.18,Wednesday,45
12608,Allen Blevins,1,11:00:00,20:00:00,Female,3.84,8,2,113.02,Wednesday,35
12609,Katherine Diaz,2,08:00:00,17:00:00,Female,1.8,3,7,382.38,Sunday,20
12610,Tammy Johnson,3,12:00:00,21:00:00,Male,0.95,7,3,546.58,Tuesday,27
12611,Brooke Maddox,2,11:00:00,20:00:00,Female,1.86,9,1,278.02,Wednesday,4
12612,Carla Ryan,2,06:00:00,15:00:00,Male,1.65,2,8,383.72,Thursday,47
